id,slug,bucket,newness,n_countries,n_reasons,n_ban_source_links,has_court_case,has_named_plaintiff,template_fingerprint,reasoning,title
12534,30-years-for-the-motherland-blowing-out-the-southern-flame-and-the-communist-partyof-malaya-crm,REDUCE_TO_BAN_ONLY,0.584,1,1,1,0,0,,newness=0.58 and no rich signals — redundant with description_ban,30 Years For The Motherland: Blowing Out The Southern Flame And The Communist Partyof Malaya (CRM)
12536,katakanlah-ya-muhammad,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,"Katakanlah (Ya Muhammad),"
12537,rahsia-mengenal-diri,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Rahsia Mengenal Diri
12538,intan-istana-khalifah,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Intan Istana Khalifah
12539,kamal-ataturk-ideologi-dan-kesannya-ke-atas-rakyat-turki,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,KAMAL ATATURK Ideologi Dan Kesannya Ke Atas Rakyat Turki
12540,karma-akhirat,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Karma Akhirat
12541,sejarah-nabi-zulkifli,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Sejarah Nabi Zulkifli
12542,riwayat-nabi-yunus-a-s,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Riwayat Nabi Yunus A.S
12543,riwayat-bilal,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Riwayat Bilal
12544,riwayat-siti-asiah-dan-masyitoh,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Riwayat Siti Asiah dan Masyitoh
12545,riwayat-nabi-musa-a-s-dan-qarun,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Riwayat Nabi Musa A.S dan Qarun
12546,adam-dan-hawa,REDUCE_TO_BAN_ONLY,0.616,1,1,1,0,0,,newness=0.62 and no rich signals — redundant with description_ban,Adam Dan Hawa
12547,riwayat-nabi-sulaiman-a-s-dengan-burung-garuda,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Riwayat Nabi Sulaiman a.s. dengan burung Garuda
12548,kisah-alqomah-kutukan-seorang-ibu,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Kisah: Al'Qomah Kutukan Seorang Ibu
12549,abrahah-raja-terkutuk,REDUCE_TO_BAN_ONLY,0.649,1,2,1,0,0,,newness=0.65 and no rich signals — redundant with description_ban,Abrahah (Raja Terkutuk)
12550,bangkit-dari-kubur,REDUCE_TO_BAN_ONLY,0.696,1,1,2,0,0,,newness=0.70 and no rich signals — redundant with description_ban,Bangkit Dari Kubur
12551,hari-pembalasan,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Hari Pembalasan
12552,rasul-allah-kedatangan-iblis,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Rasul Allah Kedatangan Iblis
12553,dajjal-nabi-palsu,REDUCE_TO_BAN_ONLY,0.654,1,1,1,0,0,,newness=0.65 and no rich signals — redundant with description_ban,Dajjal (Nabi Palsu)
12554,kisah-nabi-musa-a-s,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kisah: Nabi Musa A.S
12555,lelaki-misteri,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Lelaki Misteri
12556,kutu-embun,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kutu Embun
12557,pejuang-wanita,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Pejuang Wanita
12558,bom-kasut-tumit-tinggi,KEEP_NARRATIVE,0.709,1,1,1,0,0,,high newness (0.71) without rich-case signals — likely AI prose; flag for human review,Bom Kasut Tumit Tinggi
12559,ooeru-gumi,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Ooeru Gumi
12560,anbaran-suzon,REDUCE_TO_BAN_ONLY,0.658,1,1,1,0,0,,newness=0.66 and no rich signals — redundant with description_ban,Anbaran Suzon
12563,pembelaan,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Pembelaan...
12564,mujarobat-besar-dan-lengkap,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Mujarobat Besar dan Lengkap
12566,pedoman-fardhu-ain-buku-1-2,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Pedoman Fardhu Ain (Buku 1 & 2)
12567,keramat-wali-wali,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Keramat Wali-wali
12568,mayat-bertukar-bangkai-khinzir,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Mayat Bertukar Bangkai Khinzir
12569,pendekar-lelaki,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Pendekar Lelaki
12570,peperangan-patriotik,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Peperangan Patriotik
12571,jeritan-wao-itsusei,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Jeritan Wao Itsusei
12572,pencuri-yang-bernama-tao-si-lang,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Pencuri Yang Bernama Tao Si Lang
12573,offered,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Offered
12574,cintaiku-dengan-penuh-mesra,REDUCE_TO_BAN_ONLY,0.625,1,1,1,0,0,,newness=0.63 and no rich signals — redundant with description_ban,Cintaiku Dengan Penuh Mesra
12575,big-playman,REDUCE_TO_BAN_ONLY,0.588,1,1,1,0,0,,newness=0.59 and no rich signals — redundant with description_ban,Big Playman
12576,cerita-hantu-hao-yi,KEEP_NARRATIVE,0.859,1,1,1,0,0,,high newness (0.86) without rich-case signals — likely AI prose; flag for human review,Cerita Hantu Hao Yi
12577,lelaki-yang-dahagakan-seks,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Lelaki Yang Dahagakan Seks
12578,perempuan-yang-dahagakan-seks,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Perempuan Yang Dahagakan Seks
12579,percintaan-yang-hidup-semula,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Percintaan Yang Hidup Semula
12580,mimpi-seorang-perempuan-simpanan,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Mimpi Seorang Perempuan Simpanan
12581,blue-butterfly-fish,REDUCE_TO_BAN_ONLY,0.610,1,1,1,0,0,,newness=0.61 and no rich signals — redundant with description_ban,Blue Butterfly Fish
12584,mahou-de-sudden-death,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Mahou De Sudden Death
12585,kelab-tidak-bermoral,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kelab Tidak Bermoral
12586,sweet-temptation,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Sweet Temptation
12588,moonlight-magic,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Moonlight Magic
12589,crazy-girl,REDUCE_TO_BAN_ONLY,0.613,1,1,1,0,0,,newness=0.61 and no rich signals — redundant with description_ban,Crazy Girl
12590,arnab,KEEP_NARRATIVE,0.780,1,1,1,0,0,,high newness (0.78) without rich-case signals — likely AI prose; flag for human review,Arnab
12591,conspiracies-against-the-quran,REDUCE_TO_BAN_ONLY,0.553,1,1,1,0,0,,newness=0.55 and no rich signals — redundant with description_ban,Conspiracies Against the Quran
12592,lore-of-light-stories-from-the-live-of-the-prophets,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Lore of Light Stories from the Live of the Prophets
12593,after-imam,REDUCE_TO_BAN_ONLY,0.649,1,2,1,0,0,,newness=0.65 and no rich signals — redundant with description_ban,After Imam
12594,cabaran-mujahid-akhir-zaman,REDUCE_TO_BAN_ONLY,0.598,1,1,1,0,0,,newness=0.60 and no rich signals — redundant with description_ban,Cabaran Mujahid Akhir Zaman
12595,kuliah-agama-murtad-siri-kedua-menurut-perlembagaan-negara,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Kuliah Agama Murtad Siri Kedua Menurut Perlembagaan Negara
12596,kitab-ilmu-perubatan-kesufian,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Kitab Ilmu Perubatan Kesufian
12597,setiap-bidah-menyesatkan,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Setiap Bid'ah Menyesatkan
12598,persoalan-bidah-dan-percanggahannya,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Persoalan Bid'ah dan Percanggahannya
12599,intipati-rahsia-sembahyang,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Intipati Rahsia Sembahyang
12600,mujarrobat-melayu,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Mujarrobat Melayu
12601,kasful-al-ghaibiyah,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kasful Al-ghaibiyah
12602,mengenal-lelaki,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Mengenal Lelaki
12603,aku-percaya-akan-penglihatan,REDUCE_TO_BAN_ONLY,0.532,1,1,1,0,0,,newness=0.53 and no rich signals — redundant with description_ban,Aku Percaya Akan Penglihatan
12604,al-kitab-dan-ilmu-pengetahuan,REDUCE_TO_BAN_ONLY,0.613,1,2,1,0,0,,newness=0.61 and no rich signals — redundant with description_ban,Al-Kitab dan Ilmu Pengetahuan
12605,analisa-al-kitab,REDUCE_TO_BAN_ONLY,0.579,1,2,1,0,0,,newness=0.58 and no rich signals — redundant with description_ban,Analisa Al-Kitab
12606,apakah-yesus-itu-anak-allah,REDUCE_TO_BAN_ONLY,0.590,1,1,1,0,0,,newness=0.59 and no rich signals — redundant with description_ban,Apakah Yesus Itu Anak Allah
12607,bagaimana-anda-bisa-disembuhkan-atau-segala-yang-berhubung-dengan-kesembuhan-ilahi,REDUCE_TO_BAN_ONLY,0.644,1,1,1,0,0,,newness=0.64 and no rich signals — redundant with description_ban,Bagaimana Anda Bisa Disembuhkan atau Segala Yang Berhubung Dengan Kesembuhan Ilahi
12608,baptisandan-koruniarohul-kudus,KEEP_NARRATIVE,0.720,1,2,1,0,0,,high newness (0.72) without rich-case signals — likely AI prose; flag for human review,BaptisanDan KoruniaRohul Kudus
12609,bukan-sekedar-jumlah,REDUCE_TO_BAN_ONLY,0.605,1,2,1,0,0,,newness=0.61 and no rich signals — redundant with description_ban,Bukan Sekedar Jumlah
12610,dimensi-ke-empat,REDUCE_TO_BAN_ONLY,0.678,1,2,1,0,0,,newness=0.68 and no rich signals — redundant with description_ban,Dimensi Ke Empat
12611,kamus-al-kitab,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kamus Al-Kitab
12615,kedatangan-kristus-yang-kedua-kali,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kedatangan Kristus Yang Kedua Kali
12616,keajaiban-anugerah,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Keajaiban Anugerah
12617,kebutuhan-utama-orang-beriman,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kebutuhan Utama Orang Beriman
12618,peta-zaman,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Peta Zaman
12619,konkordansi-al-kitab,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Konkordansi Al-Kitab
12620,kehidupan-yang-penuh-kemenangan-di-dalam-kristus,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kehidupan yang Penuh Kemenangan Di dalam Kristus
12621,pertanyaan-anda-terjawab,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Pertanyaan Anda Terjawab
12622,manusia-dalam-tiga-dimensi,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Manusia Dalam Tiga Dimensi
12623,persepuluh-10,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Persepuluh (10%)
12624,korban-kaabah-imamat,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,"Korban, Kaabah & Imamat"
12625,mengenal-korunia-korunia-roh-kudus,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Mengenal Korunia-Korunia Roh Kudus
12626,meruntuhkan-benteng-benteng-pertahanan,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Meruntuhkan Benteng-Benteng Pertahanan
12627,orang-kristian-sebagai-pembawa-doa-syaffat,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Orang Kristian Sebagai Pembawa Doa Syaffat
12628,nama-yesus,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Nama Yesus
12629,mengapa-al-kitab-disebut-firman-allah,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Mengapa Al-Kitab Disebut Firman Allah
12630,kesembuhan-adalah-hak-mutlak-kita,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Kesembuhan Adalah Hak Mutlak Kita
12631,kewibawaan-orang-beriman,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Kewibawaan Orang Beriman
12632,hati-yang-berkenaan-kepada-allah,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Hati Yang Berkenaan Kepada Allah
12633,kuasa-kerana-doa,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kuasa Kerana Doa
12634,keseimbangan-dalam-pelayaran-kristen,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Keseimbangan Dalam Pelayaran Kristen
12635,maju-tiga-langkah-mundur-dua-langkah,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Maju Tiga Langkah Mundur Dua Langkah
12636,penginjilan-dan-pelayanan-pribadi,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Penginjilan Dan Pelayanan Pribadi
12638,perencana-dan-pemimpin,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Perencana Dan Pemimpin
12639,saat-untuk-bersorak,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Saat Untuk Bersorak
12641,bagaimana-kita-patut-berdoa,REDUCE_TO_BAN_ONLY,0.654,1,2,1,0,0,,newness=0.65 and no rich signals — redundant with description_ban,Bagaimana Kita Patut Berdoa
12642,penuntut-ke-dalam-perjanjian-baru,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Penuntut Ke Dalam Perjanjian Baru
12643,tafsiran-kejadian,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Tafsiran Kejadian
12645,tafsiran-injil-yohanes,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Tafsiran Injil Yohanes
12647,bagaimana-berkhutbah-jenis-exsposotori,REDUCE_TO_BAN_ONLY,0.615,1,2,1,0,0,,newness=0.62 and no rich signals — redundant with description_ban,Bagaimana Berkhutbah (Jenis Exsposotori)
12648,berkerjasama-dalam-membangun,REDUCE_TO_BAN_ONLY,0.651,1,1,1,0,0,,newness=0.65 and no rich signals — redundant with description_ban,Berkerjasama Dalam Membangun
12649,khotbah-masa-kini,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Khotbah Masa Kini
12650,marilah-yang-berlelah,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Marilah Yang Berlelah
12651,perumpamaan-perumpamaan-tuhan-yesus,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Perumpamaan-Perumpamaan Tuhan Yesus
12653,tafsiran-kisah-para-rasul,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Tafsiran Kisah Para rasul
12654,hidup-sejahtera,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Hidup Sejahtera
12655,iblis-sudah-keok,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Iblis Sudah Keok
12656,renungan-masa-kini,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Renungan Masa Kini
12660,firman-allah-yang-hidup,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Firman Allah Yang Hidup
12661,berita-alam-ghaib-sebelum-dan-sesudah-hari-pembalasan,REDUCE_TO_BAN_ONLY,0.500,1,2,1,0,0,,newness=0.50 and no rich signals — redundant with description_ban,Berita Alam Ghaib Sebelum Dan Sesudah hari Pembalasan
12662,bila-percubaan-datang-apakah-patut-kita-buat,REDUCE_TO_BAN_ONLY,0.691,1,2,1,0,0,,newness=0.69 and no rich signals — redundant with description_ban,Bila Percubaan Datang Apakah Patut Kita Buat
12663,priorotas-mana-yang-lebih-dulu,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Priorotas: Mana Yang Lebih Dulu
12664,beritakanlah-firman-pedoman-menghurai-dan-menyajikan-firman-allah-bagi-setiap-penghotbah,REDUCE_TO_BAN_ONLY,0.617,1,1,1,0,0,,newness=0.62 and no rich signals — redundant with description_ban,Beritakanlah Firman (Pedoman Menghurai Dan Menyajikan Firman Allah Bagi Setiap Penghotbah)
12665,baptisan-dan-kepenuhan,REDUCE_TO_BAN_ONLY,0.542,1,1,1,0,0,,newness=0.54 and no rich signals — redundant with description_ban,Baptisan dan Kepenuhan
12666,cara-berpikir-yang-benar-dan-yang-keliru,REDUCE_TO_BAN_ONLY,0.493,1,1,1,0,0,,newness=0.49 and no rich signals — redundant with description_ban,Cara Berpikir Yang Benar dan Yang Keliru
12667,perjanjian-baru-mazmur-dan-amsal,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Perjanjian Baru Mazmur dan Amsal
12668,dimensi-ke-empat-jilid-dua,REDUCE_TO_BAN_ONLY,0.612,1,1,1,0,0,,newness=0.61 and no rich signals — redundant with description_ban,Dimensi Ke Empat Jilid Dua
12669,bagaimana-mengubah-keadaan-putus-asa-sekeliling-kita,REDUCE_TO_BAN_ONLY,0.609,1,2,1,0,0,,newness=0.61 and no rich signals — redundant with description_ban,Bagaimana Mengubah Keadaan Putus Asa Sekeliling Kita
12672,show,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Show!
12673,kerani-jepun,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kerani Jepun
12674,pencari-emas,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Pencari Emas
12675,kachiri,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kachiri
12676,gokutsubushi,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Gokutsubushi
12677,shuffle,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Shuffle
12678,lelaki-bernilai-10-bilion,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Lelaki Bernilai = 10 Bilion
12681,his-secret-life,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,His Secret Life
12686,love-the-celebrations-in-art-literature,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,LOVE-The Celebrations in Art Literature
12689,hasselbland-austrian-super-circuit-96,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Hasselbland Austrian Super Circuit '96
12690,pinktoes,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Pinktoes
12691,herotica-4,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Herotica 4
12694,flesh-and-the-world-4-gay-erotic-confessionals,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Flesh and the World 4- Gay Erotic Confessionals
12695,sex-a-man-guide,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Sex a Man Guide
12696,graphic-photo-95,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Graphic Photo 95
12697,kisah-jin-ping-mei-komik,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Kisah Jin Ping Mei (Komik)
12699,c-lady-chatterleys-lover,KEEP_NARRATIVE,0.576,1,3,1,0,0,,rich signals: 3-reasons; newness=0.58,Lady Chatterley's Lover
12700,rapsodi-cahaya-bulan,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Rapsodi Cahaya Bulan
12701,bini-muda-berumur-enam-belas-tahun,REDUCE_TO_BAN_ONLY,0.696,1,2,1,0,0,,newness=0.70 and no rich signals — redundant with description_ban,Bini Muda Berumur Enam Belas Tahun
12702,cinta-percubaan,REDUCE_TO_BAN_ONLY,0.615,1,2,1,0,0,,newness=0.62 and no rich signals — redundant with description_ban,Cinta Percubaan
12703,d-watak-seorang-bapa-ayam,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Watak Seorang Bapa Ayam
12705,primbon-lengkap-kunci-kesembuhan,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Primbon Lengkap Kunci Kesembuhan
12706,ilmu-penerawangan-dan-kesaktian-pusaka-aji-aji-para-aulia-shuhada-dan-shalih,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,"Ilmu Penerawangan dan Kesaktian Pusaka Aji-aji Para Aulia', Shuhada dan Shalih"
12707,doa-doa-jaljalut-shugro,REDUCE_TO_BAN_ONLY,0.644,1,2,1,0,0,,newness=0.64 and no rich signals — redundant with description_ban,Doa-doa Jaljalut Shugro
12708,kehebatan-dan-kesaktian-ilmu-para-wali,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kehebatan dan Kesaktian Ilmu Para Wali
12709,intisari-ilmu-ghaib,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Intisari Ilmu Ghaib
12710,cara-mengundang-dan-menyuruh-ruh-halus,REDUCE_TO_BAN_ONLY,0.667,1,2,1,0,0,,newness=0.67 and no rich signals — redundant with description_ban,Cara Mengundang dan Menyuruh Ruh Halus
12712,mujarrobat-madiinatul-asroor,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Mujarrobat Madiinatul Asroor
12713,glory,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Glory
12714,gq-taiwan,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,GQ (taiwan)
12715,babi-halal-babi-haram,REDUCE_TO_BAN_ONLY,0.634,1,2,1,0,0,,newness=0.63 and no rich signals — redundant with description_ban,Babi Halal Babi Haram
12716,siapa-mengapa-ahlul-bayt,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,"Siapa, Mengapa Ahlul -bayt"
12717,seri-dasar-dasar-filsafat-islam-prinsip-prinsip-islam-dalam-al-quran,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Seri Dasar-dasar Filsafat Islam Prinsip-prinsip Islam (dalam Al-quran)
12718,amalan-bidah-pada-bulan-muharram-rejab-syaaban-dan-ramadhan,REDUCE_TO_BAN_ONLY,0.506,1,1,1,0,0,,newness=0.51 and no rich signals — redundant with description_ban,"Amalan Bid'ah pada Bulan Muharram,rejab,sya'aban dan Ramadhan"
12719,sebahagian-daripada-rawatan-pesakit-menurut-al-quran-dan-as-sunnah,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Sebahagian Daripada Rawatan Pesakit Menurut Al-quran dan As-sunnah
12720,panduan-hidup-mak-nyah-kembali-pada-fitrah,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Panduan Hidup Mak Nyah Kembali pada Fitrah
12721,200-bidah-hari-jumaat-di-dunia-islam,REDUCE_TO_BAN_ONLY,0.547,1,1,1,0,0,,newness=0.55 and no rich signals — redundant with description_ban,200 Bid'ah Hari Jumaat di Dunia Islam
12722,inilah-hikayat-nur-muhammad-dan-nabi-bercukur-dan-nabi-wafat-adanya,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Inilah Hikayat Nur Muhammad dan Nabi Bercukur dan Nabi Wafat Adanya
12723,tafsir-al-mizan-mengupas-ayat-ayat-ruh-dan-alam-barzah,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Tafsir Al-Mizan (Mengupas Ayat-ayat Ruh dan Alam Barzah)
12724,knave-ebony-ivory-no-11,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Knave Ebony & Ivory No.11
12726,escort-vol-19-no-4,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Escort Vol 19 No 4
12727,australias-internet-directory,REDUCE_TO_BAN_ONLY,0.640,1,1,1,0,0,,newness=0.64 and no rich signals — redundant with description_ban,Australia's Internet Directory
12729,fista-volume-31-issue-2,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Fista Volume 31 Issue 2
12730,pengakuan-paderi-melayu-kristiankan-beribu-ribu-orang-melayu,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Pengakuan Paderi Melayu Kristiankan Beribu-ribu Orang Melayu
12731,kunci-mencari-rezeki,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kunci Mencari Rezeki
12732,kumpulan-mujarobat-kesembuhan,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kumpulan Mujarobat Kesembuhan
12733,hubungan-seks-adik-kakak,NO_CONTEXT,0.000,1,3,1,0,0,,no censorship_context to evaluate,Hubungan Seks Adik & Kakak
12734,balasan-dosa,REDUCE_TO_BAN_ONLY,0.662,1,1,1,0,0,,newness=0.66 and no rich signals — redundant with description_ban,Balasan Dosa
12735,padah-bercina-buta,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Padah Bercina Buta
12736,sentuhan-merangsang,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Sentuhan Merangsang
12737,gelora,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Gelora
12738,batas-akhir-gairah,REDUCE_TO_BAN_ONLY,0.662,1,2,1,0,0,,newness=0.66 and no rich signals — redundant with description_ban,Batas Akhir Gairah
12739,artis-artis-bernoda,REDUCE_TO_BAN_ONLY,0.636,1,1,1,0,0,,newness=0.64 and no rich signals — redundant with description_ban,Artis-artis Bernoda
12740,bersatu-mereguk-kenikmatan,REDUCE_TO_BAN_ONLY,0.658,1,1,1,0,0,,newness=0.66 and no rich signals — redundant with description_ban,Bersatu Mereguk Kenikmatan
12741,cinta-100-ela,REDUCE_TO_BAN_ONLY,0.659,1,1,1,0,0,,newness=0.66 and no rich signals — redundant with description_ban,Cinta 100 Ela
12742,by-hook-or-by-crook,REDUCE_TO_BAN_ONLY,0.691,1,1,1,0,0,,newness=0.69 and no rich signals — redundant with description_ban,By Hook Or By Crook
12743,kebenaran-al-quran,NO_CONTEXT,0.000,1,1,1,0,0,,no censorship_context to evaluate,Kebenaran Al-Quran
12744,metode-penelaahan-alkitab,NO_CONTEXT,0.000,1,2,1,0,0,,no censorship_context to evaluate,Metode Penelaahan Alkitab
